ISBN;AccessionNum;LoanID;Title;Genre;Category;Publisher;Author;Author;OnLoan;Stock;Language;YearOfPublication;Yazar ISBN Kodu
ISBN_000000000002322;ACCS_000000000002259;LOAN_000000000002378;Sinekler Diyar?;Roman;Dünya Edebiyat?;Gülhane;David Arnold;David;Arnold;0;Türkçe;45573,48132;100493
ISBN_000000000002323;ACCS_000000000002260;LOAN_000000000002379;Sineklerin Tanr?s?;Roman;Dünya Edebiyat?;Gülhane;W?ll?am Gold?ng;W?ll?am;Gold?ng;0;Türkçe;45188,40297;101134
ISBN_000000000002324;ACCS_000000000002261;LOAN_000000000002380;Sinekli Bakkal;Roman;Türk Edebiyat?;Gülhane;Halide Edib Ad?var;Halide Edib;Ad?var;0;Türkçe;45586,54686;100294
ISBN_000000000002325;ACCS_000000000002262;LOAN_000000000002381;Sinema Senaryolar? Nas?l Yaz?l?r?;Roman;Sanat;Gülhane;Sema Fener;Sema;Fener;0;Türkçe;44526,4519;100147
ISBN_000000000002326;ACCS_000000000002263;LOAN_000000000002382;Sinema Televizyon Video Terimleri Sözlü?ü;Roman;Türk Edebiyat?;Gülhane;Sema Fener;Sema;Fener;0;Türkçe;45280,77735;100147
ISBN_000000000002327;ACCS_000000000002264;LOAN_000000000002383;Sis 1;Roman;Dünya Edebiyat?;Gülhane;Stephen K?ng;Stephen;K?ng;0;Türkçe;44901,51843;100293
ISBN_000000000002328;ACCS_000000000002265;LOAN_000000000002384;Sitem;Roman;Türk Edebiyat?;Gülhane;Ahmed Günbay Y?ld?z;Ahmed Günbay;Y?ld?z;0;Türkçe;45586,54703;101135
ISBN_000000000002329;ACCS_000000000002266;LOAN_000000000002385;Sivas Kongresi;Roman;Tarih ve Co?rafya;Gülhane;Kemal Ar?burnu;Kemal;Ar?burnu;0;Türkçe;45586,547;100020
ISBN_000000000002330;ACCS_000000000002267;LOAN_000000000002386;Siyah Kar;Roman;Dünya Edebiyat?;Gülhane;Juliette Sobanet;Juliette;Sobanet;0;Türkçe;45586,54679;101136
ISBN_000000000002331;ACCS_000000000002268;LOAN_000000000002387;Siyah Kehribar;Roman;Türk Edebiyat?;Ötüken Yay?nevi;Tar?k Bu?ra;Tar?k;Bu?ra;0;Türkçe;44525,52344;100583
ISBN_000000000002332;ACCS_000000000002269;LOAN_000000000002388;Siyah Lale;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Alexandre Dumas;Alexandre;Dumas;0;Türkçe;44901,3803;100543
ISBN_000000000002333;ACCS_000000000002270;LOAN_000000000002389;Siyah Pelerinli Adam;Roman;Türk Edebiyat?;T.C. ?stanbul Valili?i;Necip Faz?l K?sakürek;Necip Faz?l;K?sakürek;0;Türkçe;45026,32888;100038
ISBN_000000000002334;ACCS_000000000002270;LOAN_000000000002390;Siyah Pelerinli Adam;Roman;Türk Edebiyat?;T.C. ?stanbul Valili?i;Necip Faz?l;Necip;Faz?l;0;Türkçe;45586,54703;100040
ISBN_000000000002335;ACCS_000000000002271;LOAN_000000000002391;Siyasi Hat?ralar;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;Rauf Orbay;Rauf;Orbay;0;Türkçe;45586,54703;100453
ISBN_000000000002336;ACCS_000000000002272;LOAN_000000000002392;Siyasive Kültürel Osmanl? Tarihi;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;Veli ?irin;Veli;?irin;0;Türkçe;45586,54703;101137
ISBN_000000000002337;ACCS_000000000002273;LOAN_000000000002393;Siyer-? Nebi;Roman;Din ve Mitoloji;Ketebe Yay?nlar?;Prof.Dr. ?erafettin Kalay;Prof.Dr. ?erafettin;Kalay;0;Türkçe;44526,57988;101138
ISBN_000000000002338;ACCS_000000000002274;LOAN_000000000002394;Siyün Bike;Roman;Türk Edebiyat?;Tedev Yay?nlar?;Hikmet Do?an;Hikmet;Do?an;0;Türkçe;44524,63446;100780
ISBN_000000000002339;ACCS_000000000002275;LOAN_000000000002395;Siz Rahat Ya?ayas?n?z Diye;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Yusf At?lgan;Yusf;At?lgan;0;Türkçe;44524,59057;101139
ISBN_000000000002340;ACCS_000000000002276;LOAN_000000000002396;Sizin Ömrünüz Kaç Saniye;Roman;Din ve Mitoloji;Türkiye Diyanet Vafk? Yay?nlar?;Dursun Ali Tökel;Dursun Ali;Tökel;0;Türkçe;44529,39862;101072
ISBN_000000000002340;ACCS_000000000002277;LOAN_000000000002397;Sizin Ömrünüz Kaç Saniye;Roman;Din ve Mitoloji;Ketebe Yay?nlar?;Dursun Ali Tökel;Dursun Ali;Tökel;0;Türkçe;44901,47241;101072
ISBN_000000000002341;ACCS_000000000002278;LOAN_000000000002398;Sizinkiler Define Pe?inde;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Salih Memecan;Salih;Memecan;0;Türkçe;45434,50894;100101
ISBN_000000000002342;ACCS_000000000002279;LOAN_000000000002399;Sofra S?rlar?;Roman;Ortado?u (Yak?ndo?u);Ca?ao?lu Yay?nevi;Kahraman Yusufo?lu;Kahraman;Yusufo?lu;0;Türkçe;44526,34043;100104
ISBN_000000000002343;ACCS_000000000002280;LOAN_000000000002400;So?an Öldü;Roman;Türk Edebiyat?;Yitik Ülke Yay?nlar?;Sunar Kural Aytuna;Sunar Kural;Aytuna;0;Türkçe;44524,59399;101140
ISBN_000000000002344;ACCS_000000000002281;LOAN_000000000002401;So?uk I??kla Randevu;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Dean R. Koontz;Dean R.;Koontz;0;Türkçe;45586,54676;100671
ISBN_000000000002345;ACCS_000000000002282;LOAN_000000000002402;So?uk Kahve;Roman;Ki?isel geli?im;Ketebe Yay?nlar?;Ahmet Batman;Ahmet;Batman;0;Türkçe;45562,39076;100063
ISBN_000000000002346;ACCS_000000000002283;LOAN_000000000002403;So?uk Rüya;Roman;Türk Edebiyat?;Bengü Yay?nlar?;?mdat Av?ar;?mdat;Av?ar;0;Türkçe;44529,41016;100507
ISBN_000000000002347;ACCS_000000000002284;LOAN_000000000002404;So?uk Yan?k;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Max Allan Coll?ns;Max Allan;Coll?ns;0;Türkçe;45562,37786;100484
ISBN_000000000002348;ACCS_000000000002285;LOAN_000000000002405;So?uk Yazg?;Roman;?iir;Yitik Ülke Yay?nlar?;Kadir Aydemir;Kadir;Aydemir;0;Türkçe;44900,4245;101141
ISBN_000000000002349;ACCS_000000000002286;LOAN_000000000002406;Sokaklardan Bir Ali;Roman;Türk Edebiyat?;7 Harf Yay?nlar?;Canan Tan;Canan;Tan;0;Türkçe;45562,38668;100195
ISBN_000000000002350;ACCS_000000000002287;LOAN_000000000002407;Sokakta;Roman;Türk Edebiyat?;7 Harf Yay?nlar?;Bahaeddin Özki?i;Bahaeddin;Özki?i;0;Türkçe;45363,88366;100908
ISBN_000000000002351;ACCS_000000000002288;LOAN_000000000002408;Sokrates ?n Savunmas?;Roman;Felsefe ve Psikoloji;7 Harf Yay?nlar?;Platon;Platon;0;0;Türkçe;44524,46317;100046
ISBN_000000000002352;ACCS_000000000002289;LOAN_000000000002409;Sokratesin Savunmas?;Roman;Felsefe ve Psikoloji;Tedev Yay?nlar?;Platon;Platon;0;0;Türkçe;45586,54675;100046
ISBN_000000000002353;ACCS_000000000002290;LOAN_000000000002410;Sokratesin Savunmas?;Roman;Felsefe ve Psikoloji;Ketebe Yay?nlar?;Plato;Plato;0;0;Türkçe;45586,54675;101142
ISBN_000000000002354;ACCS_000000000002291;LOAN_000000000002411;Sokratses'?n Kar?s?;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Gerald Messadie;Gerald;Messadie;0;Türkçe;45586,54675;100743
ISBN_000000000002355;ACCS_000000000002292;LOAN_000000000002412;Sol Aya??m;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Christy Brown;Christy;Brown;0;Türkçe;45586,54675;100083
ISBN_000000000002356;ACCS_000000000002293;LOAN_000000000002413;Soluklar;Roman;?iir;Ketebe Yay?nlar?;Mehmet Erdo?an;Mehmet;Erdo?an;0;Türkçe;45586,54675;100066
ISBN_000000000002357;ACCS_000000000002294;LOAN_000000000002414;Son;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Ay?e Kulin;Ay?e;Kulin;0;Türkçe;45586,54675;100181
ISBN_000000000002358;ACCS_000000000002295;LOAN_000000000002415;Son Ada;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Zülfü Livaneli;Zülfü;Livaneli;0;Türkçe;45586,54675;100593
ISBN_000000000002359;ACCS_000000000002296;LOAN_000000000002416;Son Ada'N?n Çocuklar?;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Zülfü Livaneli;Zülfü;Livaneli;0;Türkçe;45586,54675;100593
ISBN_000000000002360;ACCS_000000000002297;LOAN_000000000002417;Son Cüret;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;Y?lmaz Özdil;Y?lmaz;Özdil;0;Türkçe;45586,54675;100363
ISBN_000000000002361;ACCS_000000000002298;LOAN_000000000002418;Son Dünya Düzeni;Roman;Tarih ve Co?rafya;Yeditepe Yay?nlar?;Erhan Afyoncu;Erhan;Afyoncu;0;Türkçe;45566,34031;100017
ISBN_000000000002362;ACCS_000000000002299;LOAN_000000000002419;Son Ku?lar;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Sait Faik Abas? Yan?k;Sait Faik Abas?;Yan?k;0;Türkçe;44529,45463;101143
ISBN_000000000002363;ACCS_000000000002299;LOAN_000000000002420;Son Ku?lar;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Sait Faik Abas?yan?k;Sait Faik;Abas?yan?k;0;Türkçe;45363,84674;100152
ISBN_000000000002364;ACCS_000000000002300;LOAN_000000000002421;Son Sava?taki Di?er Yar?m;Roman;Dünya Edebiyat?;Yeditepe Yay?nlar?;Hope Ramsay;Hope;Ramsay;0;Türkçe;45328,64935;101144
ISBN_000000000002365;ACCS_000000000002301;LOAN_000000000002422;Son ?ans'A Ho? Geldiniz;Roman;Dünya Edebiyat?;Yeditepe Yay?nlar?;Hope Ramsay;Hope;Ramsay;0;Türkçe;44526,50404;101144
ISBN_000000000002366;ACCS_000000000002302;LOAN_000000000002423;Son ?ans'Taki Di?er Yar?m;Roman;Dünya Edebiyat?;Yeditepe Yay?nlar?;Hope Ramsay;Hope;Ramsay;0;Türkçe;44901,51459;101144
ISBN_000000000002367;ACCS_000000000002303;LOAN_000000000002424;Son Yaprak;Roman;Dünya Edebiyat?;Yeditepe Yay?nlar?;O. Henry;O.;Henry;0;Türkçe;44900,43288;101145
ISBN_000000000002368;ACCS_000000000002304;LOAN_000000000002425;Soneler;Roman;?iir;Yeditepe Yay?nlar?;William Shakespeare;William;Shakespeare;0;Türkçe;45026,43602;100918
ISBN_000000000002369;ACCS_000000000002305;LOAN_000000000002426;Sonsuz Dans;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Nazire Kutsal;Nazire;Kutsal;0;Türkçe;44900,50332;101146
ISBN_000000000002370;ACCS_000000000002306;LOAN_000000000002427;Sonsuza Uzanan Köprü;Roman;Dünya Edebiyat?;Yeditepe Yay?nlar?;Richerd Bach;Richerd;Bach;0;Türkçe;45586,54699;101147
ISBN_000000000002371;ACCS_000000000002307;LOAN_000000000002428;Sonsuza Yolculuk;Roman;Ortado?u (Yak?ndo?u);Yeditepe Yay?nlar?;Ali Güler;Ali;Güler;0;Türkçe;44526,56226;100090
ISBN_000000000002372;ACCS_000000000002308;LOAN_000000000002429;Sonuncu Sonbahar;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;P?nar Kür;P?nar;Kür;0;Türkçe;45573,52912;100423
ISBN_000000000002373;ACCS_000000000002309;LOAN_000000000002430;Sorun Bende De?il,Sende;Roman;Dünya Edebiyat?;Yeditepe Yay?nlar?;Pink Freud;Pink;Freud;0;Türkçe;44529,4814;100357
ISBN_000000000002374;ACCS_000000000002310;LOAN_000000000002431;Sosyal Ve Kültürel De?i?me;Roman;Do?a Bilimleri ve Matematik;Yeditepe Yay?nlar?;Mahmut Tezcan;Mahmut;Tezcan;0;Türkçe;44526,51216;100422
ISBN_000000000002375;ACCS_000000000002311;LOAN_000000000002432;Sosyalizmin Alfabesi;Roman;Felsefe ve Psikoloji;Yeditepe Yay?nlar?;Leo Huberman;Leo;Huberman;0;Türkçe;45586,54686;100573
ISBN_000000000002376;ACCS_000000000002312;LOAN_000000000002433;Sosyoloji;Roman;Do?a Bilimleri ve Matematik;Yeditepe Yay?nlar?;Anthony G?ddens;Anthony;G?ddens;0;Türkçe;44525,5161;101025
ISBN_000000000002377;ACCS_000000000002313;LOAN_000000000002434;Soylu Ve Onurlu;Roman;Dünya Edebiyat?;Yeditepe Yay?nlar?;Danielle Steel;Danielle;Steel;0;Türkçe;45567,44154;100673
ISBN_000000000002378;ACCS_000000000002314;LOAN_000000000002435;Sö?üt A?ac?;Roman;?iir;7 Harf Yay?nlar?;Hidayet Gedik;Hidayet;Gedik;0;Türkçe;45567,39499;100146
ISBN_000000000002379;ACCS_000000000002315;LOAN_000000000002436;Sömürülen Atatürk Ve Atatürkçülük;Roman;Ortado?u (Yak?ndo?u);Ketebe Yay?nlar?;As?m Aslan;As?m;Aslan;0;Türkçe;45586,5467;100022
ISBN_000000000002380;ACCS_000000000002316;LOAN_000000000002437;Sönen I??k;Roman;Dünya Edebiyat?;Yeditepe Yay?nlar?;R. K?pl?ng;R.;K?pl?ng;0;Türkçe;44523,41211;101148
ISBN_000000000002381;ACCS_000000000002317;LOAN_000000000002438;Söylev - Nutuk 1;Roman;Ortado?u (Yak?ndo?u);Yeditepe Yay?nlar?;Mustafa Kemal Atatürk;Mustafa Kemal;Atatürk;0;Türkçe;45586,54699;101010
ISBN_000000000002382;ACCS_000000000002318;LOAN_000000000002439;Söylev - Nutuk 2;Roman;Ortado?u (Yak?ndo?u);Yeditepe Yay?nlar?;Mustafa Kemal Atatürk;Mustafa Kemal;Atatürk;0;Türkçe;44900,51971;101010
ISBN_000000000002383;ACCS_000000000002319;LOAN_000000000002440;Söz Konuklar?;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Mehmet Tanju Akerman;Mehmet Tanju;Akerman;0;Türkçe;45342,41558;100804
ISBN_000000000002384;ACCS_000000000002320;LOAN_000000000002441;Söz Mühendisi;Roman;Türk Edebiyat?;Olimpos;Hasap Çep;Hasap;Çep;0;Türkçe;44524,53601;101149
ISBN_000000000002385;ACCS_000000000002321;LOAN_000000000002442;Söz Mülkünün Sultan? Baki;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Muhsin Macit;Muhsin;Macit;0;Türkçe;45586,54675;100717
ISBN_000000000002386;ACCS_000000000002322;LOAN_000000000002443;Sözcükler ?çin Sava?;Roman;Türk Edebiyat?;T.C. ?stanbul Valili?i;Celal Fedai;Celal;Fedai;0;Türkçe;45586,54675;100607
ISBN_000000000002387;ACCS_000000000002323;LOAN_000000000002444;Sözcüklerle Dans 16. ?iir Festivali;Roman;?iir;Ketebe Yay?nlar?;Terakki Vakf? Okullar?;Terakki Vakf?;Okullar?;0;Türkçe;45586,54675;101150
ISBN_000000000002388;ACCS_000000000002324;LOAN_000000000002445;Sözde K?zlar;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Peyami Safa;Peyami;Safa;0;Türkçe;45586,54675;100021
ISBN_000000000002389;ACCS_000000000002325;LOAN_000000000002446;Sözlü/Yaz?l?;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Ferit Edgü;Ferit;Edgü;0;Türkçe;45586,54697;101151
ISBN_000000000002390;ACCS_000000000002326;LOAN_000000000002447;Sözüm Meclisten D??ar?;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Ümit Ya?ar;Ümit;Ya?ar;0;Türkçe;45586,54697;100922
ISBN_000000000002391;ACCS_000000000002327;LOAN_000000000002448;Sözün Do?rusu 2;Roman;Tarihin Çe?itli Konular?;Ketebe Yay?nlar?;Yavuz Bülent Bakiler;Yavuz Bülent;Bakiler;0;Türkçe;45345,52763;101152
ISBN_000000000002392;ACCS_000000000002328;LOAN_000000000002449;Sputnik Sevgilim;Roman;Japon Edebiyat?;Ketebe Yay?nlar?;Haruki Murakami;Haruki;Murakami;0;Türkçe;44900,43954;101153
ISBN_000000000002393;ACCS_000000000002329;LOAN_000000000002450;Star Wars'A Göre Dünya;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Cass R. Sunste?n;Cass R.;Sunste?n;0;Türkçe;44526,44358;101154
ISBN_000000000002394;ACCS_000000000002330;LOAN_000000000002451;Stefan Zwe?g Hikâyeler;Roman;Alman Edebiyat?;T.C. ?stanbul Valili?i;Stefan Zweig;Stefan;Zweig;0;Türkçe;45586,54685;100094
ISBN_000000000002395;ACCS_000000000002331;LOAN_000000000002452;Stepançikovo Köyü;Roman;Rus Edebiyat?;Ketebe Yay?nlar?;Fyodor Mihailoviç Dostoyevski;Fyodor Mihailoviç;Dostoyevski;0;Türkçe;45562,386;100843
ISBN_000000000002396;ACCS_000000000002332;LOAN_000000000002453;Stock Holm Treni;Roman;Türk Edebiyat?;Türkiye Diyanet Vafk? Yay?nlar?;Adnan Bülent Balo?lu;Adnan Bülent;Balo?lu;0;Türkçe;44901,48661;101155
ISBN_000000000002397;ACCS_000000000002333;LOAN_000000000002454;Su Alt? Y?ld?zlar?;Roman;Dil ve Dil Bilimi;Ketebe Yay?nlar?;Alptekin Bao?lu;Alptekin;Bao?lu;0;Türkçe;45345,55117;101101
ISBN_000000000002398;ACCS_000000000002334;LOAN_000000000002455;Su Terapisi;Roman;Türk edebiyat?;Hyperion;James Cooper;James;Cooper;0;Turkish;44526,56388;100209
ISBN_000000000002399;ACCS_000000000002335;LOAN_000000000002456;Su Ve Ate?;Roman;Din ve Mitoloji;Hyperion;Hoca Ahmet Yesevi;Hoca Ahmet;Yesevi;0;Türkçe;44526,37626;101156
ISBN_000000000002400;ACCS_000000000002336;LOAN_000000000002457;Suç Ve Ceza;Roman;Rus Edebiyat?;Flamingo;Fyodor Dostoyevski;Fyodor;Dostoyevski;0;Türkçe;45586,54683;100373
ISBN_000000000002401;ACCS_000000000002336;LOAN_000000000002458;Suç Ve Ceza;Roman;Rus Edebiyat?;Flamingo;Dostoyevski;Dostoyevski;0;0;Türkçe;45586,54683;100113
ISBN_000000000002402;ACCS_000000000002336;LOAN_000000000002459;Suç Ve Ceza;Roman;Rus Edebiyat?;Flamingo;Fyodor Mihailoviç Dostoyevski;Fyodor Mihailoviç;Dostoyevski;0;Türkçe;44901,47963;100843
ISBN_000000000002403;ACCS_000000000002337;LOAN_000000000002460;Suç Ve Ceza 2;Roman;Rus Edebiyat?;Flamingo;Dostoyevski;Dostoyevski;0;0;Türkçe;45042,45269;100113
ISBN_000000000002404;ACCS_000000000002338;LOAN_000000000002461;Suç Ve Ceza-1;Roman;Rus Edebiyat?;Flamingo;Dostoyevski;Dostoyevski;0;0;Türkçe;44526,52234;100113
ISBN_000000000002405;ACCS_000000000002339;LOAN_000000000002462;Suçsuzlar Kap?s?;Roman;Dünya Edebiyat?;Flamingo;Roger ?kor;Roger;?kor;0;Türkçe;44526,32802;100093
ISBN_000000000002406;ACCS_000000000002340;LOAN_000000000002463;Suçumuz ?nsan Olmak;Roman;Türk Edebiyat?;Flamingo;Oktay Akbal;Oktay;Akbal;0;Türkçe;44526,3361;100279
ISBN_000000000002407;ACCS_000000000002341;LOAN_000000000002464;Suçun Alt?n Devri;Roman;Türk Edebiyat?;Flamingo;Gökcan ?ahin;Gökcan;?ahin;0;Türkçe;45026,35713;101157
ISBN_000000000002408;ACCS_000000000002342;LOAN_000000000002465;Sular Ne Güzelse;Roman;Türk Edebiyat?;Flamingo;Erdal Öz;Erdal;Öz;0;Türkçe;45573,29949;101158
ISBN_000000000002409;ACCS_000000000002343;LOAN_000000000002466;Sular Üstünde Gökler Alt?nda;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Kaan Murat Yan?k;Kaan Murat;Yan?k;0;Türkçe;45573,2995;100446
ISBN_000000000002410;ACCS_000000000002344;LOAN_000000000002467;Sultan Abdülhamid;Roman;Tarih ve Co?rafya;Ezr Yay?nc?l?k;M.Riza Narinli;M.Riza;Narinli;0;Türkçe;45586,5467;100835
ISBN_000000000002411;ACCS_000000000002345;LOAN_000000000002468;Sultan Güç Ve Hassasiyet;Roman;Tarih ve Co?rafya;Ezr Yay?nc?l?k;Ahmet Uçar;Ahmet;Uçar;0;Türkçe;44523,39993;100063
ISBN_000000000002412;ACCS_000000000002346;LOAN_000000000002469;Sultan Veled!?n Türkçe Manzumeleri;Roman;Dil ve Dil Bilimi;Ezr Yay?nc?l?k;Mecdut Mansuro?lu;Mecdut;Mansuro?lu;0;Türkçe;45429,37317;101159
ISBN_000000000002413;ACCS_000000000002347;LOAN_000000000002470;Sultan? Öldürmek;Roman;Türk Edebiyat?;Ezr Yay?nc?l?k;Ahmet Ümit;Ahmet;Ümit;0;Türkçe;45572,38478;100063
ISBN_000000000002414;ACCS_000000000002348;LOAN_000000000002471;Suna'N?n Serçeleri;Roman;Ki?isel geli?im;Ezr Yay?nc?l?k;Gülten Day?o?lu;Gülten;Day?o?lu;0;Türkçe;45572,38825;100349
ISBN_000000000002415;ACCS_000000000002349;LOAN_000000000002472;Sunguro?lu 1;Roman;Tarihin Çe?itli Konular?;Ezr Yay?nc?l?k;Yavuz Bahad?ro?lu;Yavuz;Bahad?ro?lu;0;Türkçe;45568,30497;100118
ISBN_000000000002416;ACCS_000000000002350;LOAN_000000000002473;Sunguro?lu I;Roman;Tarih ve Co?rafya;Ezr Yay?nc?l?k;Yavuz Bahad?ro?lu;Yavuz;Bahad?ro?lu;0;Türkçe;44526,46914;100118
ISBN_000000000002417;ACCS_000000000002351;LOAN_000000000002474;Sunset Park;Roman;Türk Edebiyat?;Can Yay?nlar?;Paul Auster;Paul;Auster;0;Türkçe;44900,60166;100235
ISBN_000000000002418;ACCS_000000000002352;LOAN_000000000002475;Surhay Da?l?lar;Roman;Türk Edebiyat?;Etkin Kitaplar;Ahmet Ç?nar;Ahmet;Ç?nar;0;Türkçe;45188,38178;100063
ISBN_000000000002419;ACCS_000000000002353;LOAN_000000000002476;Süleyman'In Anahtar? Ve ?ifreleri;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Dan Brown;Dan;Brown;0;Türkçe;44526,35883;100520
ISBN_000000000002420;ACCS_000000000002354;LOAN_000000000002477;Süleyman?n Anahtarlar? Ve ?ifreleri;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Dan Brown;Dan;Brown;0;Türkçe;44525,59299;100520
ISBN_000000000002421;ACCS_000000000002355;LOAN_000000000002478;Sümbül Soka??n Tutsak Kad?n?;Roman;Türk Edebiyat?;Ezr Yay?nc?l?k;Atilla Dorsay;Atilla;Dorsay;0;Türkçe;45566,41743;100604
ISBN_000000000002422;ACCS_000000000002356;LOAN_000000000002479;Sümer Yaz?n?n Mücitleri;Roman;Tarih ve Co?rafya;Ezr Yay?nc?l?k;Ali Narç?n;Ali;Narç?n;0;Türkçe;45443,5499;100090
ISBN_000000000002423;ACCS_000000000002357;LOAN_000000000002480;Süper Ö?renci;Roman;Türk edebiyat?;T.C. ?stanbul Valili?i;Olav Schewe;Olav;Schewe;0;Turkish;45184,60861;101160
ISBN_000000000002424;ACCS_000000000002358;LOAN_000000000002481;Süreyya;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Berrin Kaplan;Berrin;Kaplan;0;Türkçe;45566,41938;101161
ISBN_000000000002425;ACCS_000000000002359;LOAN_000000000002482;Sürgün;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Kefik Halid Karay;Kefik Halid;Karay;0;Türkçe;45567,30412;101162
ISBN_000000000002426;ACCS_000000000002360;LOAN_000000000002483;Sürgün Gezegeni;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Ursula K. Lee Guin;Ursula K. Lee;Guin;0;Türkçe;44526,41604;101163
ISBN_000000000002427;ACCS_000000000002360;LOAN_000000000002484;Sürgün Gezegeni;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Ursula K.Le Guin;Ursula K.Le;Guin;0;Türkçe;44900,59965;101164
ISBN_000000000002428;ACCS_000000000002361;LOAN_000000000002485;?afak Vakti;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Stephenie Meyer;Stephenie;Meyer;0;Türkçe;45342,39622;100699
ISBN_000000000002429;ACCS_000000000002362;LOAN_000000000002486;?ah & Sultan;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;?skender Pala;?skender;Pala;0;Türkçe;45586,547;100059
ISBN_000000000002430;ACCS_000000000002363;LOAN_000000000002487;?ah Sultan;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;?skender Pala;?skender;Pala;0;Türkçe;45586,547;100059
ISBN_000000000002431;ACCS_000000000002364;LOAN_000000000002488;?ahane Hatalar Talih Ku?u;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Heather Mcelhatton;Heather;Mcelhatton;0;Türkçe;45586,54684;101165
ISBN_000000000002432;ACCS_000000000002365;LOAN_000000000002489;?ahane Hatlar Talih Ku?u;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Heather Mcelhatton;Heather;Mcelhatton;0;Türkçe;45586,54684;101165
ISBN_000000000002433;ACCS_000000000002366;LOAN_000000000002490;?ahmerdan;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Sait Faik Abas?yan?k;Sait Faik;Abas?yan?k;0;Türkçe;45586,54684;100152
ISBN_000000000002434;ACCS_000000000002367;LOAN_000000000002491;?airler Edipler Muharrirler;Roman;?iir;Ketebe Yay?nlar?;Baha Dürder;Baha;Dürder;0;Türkçe;45586,54684;101166
ISBN_000000000002435;ACCS_000000000002368;LOAN_000000000002492;?airler Sultan?:Necip Faz?l;Roman;Türk Edebiyat?;Tedev Yay?nlar?;Ahmet Kabakl?;Ahmet;Kabakl?;0;;45586,54684;100063
ISBN_000000000002436;ACCS_000000000002369;LOAN_000000000002493;?airler Ve Yazarlar Sözlü?ü;Roman;?iir;Ketebe Yay?nlar?;?ükran Kurdakul;?ükran;Kurdakul;0;Türkçe;45586,54684;101167
ISBN_000000000002437;ACCS_000000000002370;LOAN_000000000002494;?airler, Edipler, Muharrirler;Roman;?iir;Ketebe Yay?nlar?;Baha Dürder;Baha;Dürder;0;Türkçe;45586,54684;101166
ISBN_000000000002438;ACCS_000000000002371;LOAN_000000000002495;?ark Kütüphanesi;Roman;Do?a Bilimleri ve Matematik;T.C ?stanbul Valili?i;Alexander Bev?lacqua;Alexander;Bev?lacqua;0;;45586,54684;101168
ISBN_000000000002439;ACCS_000000000002372;LOAN_000000000002496;?ark?n? Söyledi?in Zaman;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;?nci Aral;?nci;Aral;0;Türkçe;44526,39922;101169
ISBN_000000000002439;ACCS_000000000002373;LOAN_000000000002497;?ark?n? Söyledi?in Zaman;Roman;Türk Edebiyat?;K?rm?z? Kedi;?nci Aral;?nci;Aral;0;Türkçe;44525,34654;101169
ISBN_000000000002440;ACCS_000000000002374;LOAN_000000000002498;?ebek Roman?;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Ay?e ?asa;Ay?e;?asa;0;Türkçe;44525,42532;100181
ISBN_000000000002441;ACCS_000000000002375;LOAN_000000000002499;?ehir  ?ehit Yar;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Kamil Çak?r;Kamil;Çak?r;0;Türkçe;44900,43718;100076
